failure_event_id,asset_id,location_id,event_time,failure_mode,suspected_cause,weather_context,downtime_hours,linked_work_order_id
FE0000848,AST001052,LOC0008,2023-10-01 10:20:43,Relay failure,Debris,Rain,23.6,WO0007937
FE0000849,AST000215,LOC0016,2025-01-06 19:19:33,Communication loss,Improper Adjustment,Snow,7.98,WO0006258
FE0000850,AST000289,LOC0025,2023-07-25 19:40:09,Motor failure,Wear & Tear,Clear,14.8,
FE0000851,AST000299,LOC0002,2024-01-06 21:32:44,Step chain issue,Wear & Tear,Clear,7.58,
FE0000852,AST000090,LOC0024,2023-05-12 17:44:36,Vibration high,Water Ingress,Heat Wave,6.63,WO0007717
FE0000853,AST000441,LOC0018,2025-05-08 11:43:39,Insulation breakdown,Improper Adjustment,Clear,12.48,WO0003297
FE0000854,AST000973,LOC0006,2025-03-31 08:06:27,Power loss,Wear & Tear,Clear,4.14,WO0007682
FE0000855,AST000842,LOC0005,2023-10-15 15:31:52,Motor issue,Water Ingress,Rain,10.95,
FE0000856,AST001154,LOC0022,2024-07-15 14:16:26,HVAC failure,Wear & Tear,Clear,19.21,
FE0000857,AST000554,LOC0016,2024-01-30 01:15:51,Heater failure,Wear & Tear,Rain,6.7,WO0002748
FE0000858,AST000628,LOC0010,2025-04-02 03:36:47,Obstruction,Debris,Rain,7.4,
FE0000859,AST000184,LOC0016,2025-11-09 15:39:42,Heater failure,Wear & Tear,Clear,9.52,WO0004351
FE0000860,AST000280,LOC0007,2024-01-25 03:35:50,Door fault,Improper Adjustment,Rain,5.4,
FE0000861,AST001110,LOC0025,2025-04-21 06:42:45,Communication loss,Design Limitation,Rain,9.36,WO0001792
FE0000862,AST001198,LOC0018,2024-05-11 07:19:02,Propulsion fault,Water Ingress,Clear,2.14,WO0003525
FE0000863,AST000835,LOC0006,2023-05-13 04:53:11,Relay failure,Wear & Tear,Clear,19.03,WO0005410
FE0000864,AST000387,LOC0023,2023-02-07 21:39:24,Door fault,Debris,High Humidity,2.09,WO0004727
FE0000865,AST001048,LOC0014,2024-02-01 22:40:40,HVAC failure,Water Ingress,Clear,4.24,WO0008812
FE0000866,AST000808,LOC0005,2024-09-22 19:27:30,Control board fault,Debris,Clear,5.44,
FE0000867,AST000298,LOC0015,2023-06-02 17:47:32,Heater failure,Wear & Tear,Clear,1.82,WO0005572
FE0000868,AST000576,LOC0015,2025-01-10 09:05:04,Water intrusion,Water Ingress,Heat Wave,4.55,
FE0000869,AST000590,LOC0012,2024-04-05 01:18:01,Interlocking fault,Water Ingress,Clear,6.77,WO0007645
FE0000870,AST001150,LOC0017,2025-10-17 15:15:32,HVAC failure,Wear & Tear,Clear,5.49,WO0002240
FE0000871,AST000002,LOC0013,2023-02-27 22:19:04,Step chain issue,Wear & Tear,Clear,5.56,WO0006295
FE0000872,AST000045,LOC0016,2025-11-11 02:44:59,Hydraulic leak,Wear & Tear,Rain,11.76,WO0006247
FE0000873,AST000112,LOC0018,2024-06-24 10:06:17,Motor issue,Vandalism,Clear,8.13,WO0004562
FE0000874,AST001019,LOC0006,2023-10-10 14:38:48,Door fault,Wear & Tear,Rain,6.39,WO0004371
FE0000875,AST000193,LOC0011,2024-04-18 23:08:52,Motor issue,Power Quality,Clear,4.66,
FE0000876,AST000264,LOC0022,2024-08-16 11:50:32,Alignment issue,Wear & Tear,Clear,1.53,WO0001711
FE0000877,AST000377,LOC0023,2023-10-22 11:00:40,Brake issue,Wear & Tear,Clear,8.13,WO0005111
FE0000878,AST000295,LOC0012,2024-11-12 22:37:25,Short circuit,Debris,High Humidity,11.87,WO0001603
FE0000879,AST001101,LOC0022,2023-07-18 06:25:24,Propulsion fault,Wear & Tear,Clear,5.83,WO0005687
FE0000880,AST001171,LOC0022,2023-09-01 08:37:05,Step chain issue,Water Ingress,Clear,5.65,WO0008889
FE0000881,AST000444,LOC0005,2025-12-13 09:52:01,Interlocking fault,Wear & Tear,Clear,2.94,
FE0000882,AST000692,LOC0002,2023-07-22 10:21:07,Door fault,Wear & Tear,Rain,9.22,WO0008515
FE0000883,AST000360,LOC0021,2025-01-07 10:41:39,Short circuit,Unknown,Clear,14.71,WO0001399
FE0000884,AST001156,LOC0025,2023-08-03 15:08:13,Motor issue,Wear & Tear,Clear,6.66,WO0000121
FE0000885,AST000435,LOC0013,2024-07-13 22:23:40,Interlocking fault,Water Ingress,Heat Wave,3.01,
FE0000886,AST001136,LOC0010,2024-09-06 11:46:19,Interlocking fault,Debris,Rain,7.84,
FE0000887,AST000192,LOC0017,2025-02-05 08:54:00,Brake issue,Wear & Tear,Clear,9.79,WO0002661
FE0000888,AST000383,LOC0003,2025-12-11 17:48:23,Track circuit failure,Unknown,Snow,13.04,WO0002178
FE0000889,AST000048,LOC0023,2023-08-14 11:11:16,Control board fault,Power Quality,Clear,1.94,WO0007599
FE0000890,AST000574,LOC0002,2023-07-23 22:45:00,Interlocking fault,Wear & Tear,Rain,2.43,WO0002390
FE0000891,AST000025,LOC0025,2023-04-17 11:14:57,Insulation breakdown,Improper Adjustment,Clear,2.02,
FE0000892,AST000193,LOC0011,2025-07-19 04:51:13,Sensor fault,Water Ingress,Rain,1.75,
FE0000893,AST000462,LOC0010,2025-06-28 07:58:41,Brake issue,Wear & Tear,Rain,3.88,WO0000202
FE0000894,AST001130,LOC0008,2023-01-11 19:33:19,Track circuit failure,Water Ingress,Clear,4.5,WO0002790
FE0000895,AST000253,LOC0002,2024-05-30 10:19:28,HVAC failure,Wear & Tear,Rain,2.85,
FE0000896,AST000083,LOC0009,2025-02-20 15:23:15,Brake issue,Wear & Tear,Snow,20.93,WO0006548
FE0000897,AST000910,LOC0011,2023-06-21 03:38:39,Brake issue,Water Ingress,Rain,19.6,WO0006194
FE0000898,AST000812,LOC0002,2024-05-10 13:35:13,Alignment issue,Wear & Tear,Clear,4.08,WO0002056
FE0000899,AST001122,LOC0019,2024-12-07 22:45:02,Vibration high,Power Quality,Heat Wave,7.11,WO0001767
FE0000900,AST001024,LOC0008,2023-01-18 17:55:10,Door fault,Water Ingress,Snow,14.76,
FE0000901,AST001122,LOC0019,2025-08-18 21:04:51,Bearing failure,Improper Adjustment,Clear,11.69,
FE0000902,AST000900,LOC0009,2025-10-13 08:27:01,Handrail failure,Water Ingress,Clear,14.74,WO0007885
FE0000903,AST001059,LOC0003,2023-01-17 05:19:17,Door fault,Wear & Tear,Clear,13.25,WO0003633
FE0000904,AST000884,LOC0013,2023-02-22 11:00:00,Relay failure,Debris,Clear,4.35,WO0008337
FE0000905,AST000678,LOC0019,2023-01-19 00:30:12,Brake issue,Wear & Tear,Rain,4.54,
FE0000906,AST000088,LOC0018,2023-12-10 06:59:58,Motor issue,Water Ingress,Clear,7.36,WO0005769
FE0000907,AST000583,LOC0005,2024-06-02 17:06:39,Short circuit,Debris,Rain,14.64,
FE0000908,AST000881,LOC0018,2023-02-03 06:01:52,Obstruction,Vandalism,Rain,2.23,WO0004006
FE0000909,AST000552,LOC0009,2024-09-18 21:55:11,Motor issue,Wear & Tear,Clear,2.41,WO0008424
FE0000910,AST001101,LOC0022,2025-11-16 02:53:52,Door fault,Debris,Clear,5.81,
FE0000911,AST001124,LOC0001,2025-06-27 22:52:59,Brake issue,Water Ingress,Rain,10.38,WO0001067
FE0000912,AST000469,LOC0016,2024-12-14 17:13:55,Heater failure,Design Limitation,Clear,9.29,WO0006827
FE0000913,AST000695,LOC0015,2024-12-23 15:20:56,Door fault,Water Ingress,Clear,13.63,WO0006319
FE0000914,AST000346,LOC0017,2023-05-20 11:42:54,Motor failure,Water Ingress,Rain,5.44,WO0003504
FE0000915,AST000688,LOC0021,2023-02-27 09:23:33,Control failure,Debris,Clear,12.13,WO0001924
FE0000916,AST000188,LOC0023,2025-02-03 17:46:54,Water intrusion,Wear & Tear,Clear,5.55,
FE0000917,AST000823,LOC0024,2024-02-01 03:25:54,Sensor fault,Vandalism,Clear,10.35,WO0006494
FE0000918,AST001199,LOC0019,2025-12-09 14:55:31,Trip event,Wear & Tear,Rain,9.66,WO0003192
FE0000919,AST000385,LOC0017,2025-01-09 02:15:22,Communication loss,Water Ingress,Clear,6.8,WO0001274
FE0000920,AST000113,LOC0019,2024-07-22 18:23:38,Handrail failure,Water Ingress,Clear,3.06,WO0008905
FE0000921,AST000016,LOC0002,2024-07-15 23:46:30,Short circuit,Water Ingress,High Humidity,7.42,WO0000525
FE0000922,AST000731,LOC0022,2023-10-12 12:04:06,Sensor fault,Wear & Tear,Rain,10.98,WO0003764
FE0000923,AST000961,LOC0009,2025-07-11 23:33:52,Propulsion fault,Water Ingress,Clear,3.42,
FE0000924,AST000113,LOC0019,2024-09-30 00:06:53,Step chain issue,Vandalism,Clear,7.14,
FE0000925,AST000631,LOC0023,2023-12-28 15:30:46,Door fault,Unknown,Rain,10.05,WO0007122
FE0000926,AST000741,LOC0011,2024-11-05 13:40:57,Propulsion fault,Vandalism,Clear,19.91,WO0001764
FE0000927,AST000914,LOC0009,2025-05-15 16:31:57,Sensor fault,Wear & Tear,Heat Wave,13.9,WO0006184
FE0000928,AST000822,LOC0014,2024-06-15 09:27:31,Control failure,Wear & Tear,Heat Wave,1.89,
FE0000929,AST001035,LOC0024,2023-12-18 20:13:12,Door fault,Design Limitation,Rain,18.32,WO0006487
FE0000930,AST001078,LOC0009,2025-08-29 05:15:17,Communication loss,Wear & Tear,Clear,3.07,WO0000688
FE0000931,AST000314,LOC0022,2023-03-24 11:28:11,Motor issue,Wear & Tear,High Humidity,8.31,
FE0000932,AST000365,LOC0005,2024-09-26 23:44:40,Motor failure,Water Ingress,Rain,2.59,
FE0000933,AST000079,LOC0014,2025-01-27 21:35:57,Trip event,Debris,High Humidity,1.59,
FE0000934,AST001176,LOC0006,2025-01-26 10:17:55,HVAC failure,Vandalism,Rain,9.08,WO0008410
FE0000935,AST000837,LOC0009,2024-12-03 03:20:36,Vibration high,Wear & Tear,Clear,5.31,WO0002279
FE0000936,AST001163,LOC0011,2025-02-10 18:06:00,Door fault,Vandalism,Clear,4.38,WO0008291
FE0000937,AST000020,LOC0014,2025-02-24 04:30:28,Handrail failure,Debris,Clear,17.92,WO0006233
FE0000938,AST000500,LOC0002,2024-04-26 22:05:25,Alignment issue,Debris,Rain,4.23,WO0002138
FE0000939,AST001192,LOC0024,2025-01-05 08:28:37,HVAC failure,Improper Adjustment,Clear,18.02,
FE0000940,AST000694,LOC0017,2024-02-14 16:54:14,Motor issue,Debris,Clear,3.67,WO0007181
FE0000941,AST000872,LOC0008,2024-02-18 18:51:25,Relay failure,Power Quality,High Humidity,9.73,
FE0000942,AST001099,LOC0004,2025-02-14 05:43:28,Propulsion fault,Water Ingress,Rain,5.0,WO0005914
FE0000943,AST000413,LOC0002,2025-07-24 17:12:29,Power loss,Unknown,Clear,9.34,WO0001426
FE0000944,AST000406,LOC0012,2023-06-12 01:31:42,Trip event,Water Ingress,Clear,4.35,
FE0000945,AST001082,LOC0025,2024-02-07 13:11:57,Door fault,Vandalism,Heat Wave,10.02,WO0004964
FE0000946,AST000812,LOC0002,2024-09-11 10:04:54,Obstruction,Wear & Tear,Rain,8.32,
FE0000947,AST000488,LOC0021,2024-03-02 07:24:47,Water intrusion,Debris,High Humidity,3.08,WO0000814
FE0000948,AST000095,LOC0013,2024-02-25 05:37:40,Propulsion fault,Wear & Tear,Clear,14.86,WO0003948
FE0000949,AST000842,LOC0005,2023-03-01 07:00:59,Handrail failure,Wear & Tear,Rain,29.28,
FE0000950,AST000928,LOC0006,2024-03-26 10:20:11,Control failure,Water Ingress,Clear,4.64,WO0007067
FE0000951,AST000083,LOC0009,2025-08-18 04:11:11,HVAC failure,Wear & Tear,Rain,2.61,WO0008384
FE0000952,AST000544,LOC0022,2025-07-13 17:30:55,Sensor fault,Power Quality,Clear,11.83,WO0000072
FE0000953,AST000347,LOC0017,2025-05-27 11:16:26,Propulsion fault,Vandalism,High Humidity,2.0,WO0001350
FE0000954,AST000861,LOC0021,2023-08-02 11:26:20,Propulsion fault,Improper Adjustment,Clear,10.07,
FE0000955,AST001165,LOC0002,2023-01-12 22:41:14,Motor failure,Wear & Tear,High Humidity,7.38,
FE0000956,AST000262,LOC0013,2024-01-14 05:57:47,HVAC failure,Wear & Tear,Clear,14.56,
FE0000957,AST000228,LOC0013,2023-10-06 02:54:39,Water intrusion,Design Limitation,Snow,2.26,WO0005012
FE0000958,AST000146,LOC0004,2024-10-02 21:18:07,Alignment issue,Design Limitation,Clear,18.23,
FE0000959,AST001088,LOC0008,2025-01-27 14:20:33,Relay failure,Power Quality,Rain,6.75,WO0004186
FE0000960,AST000751,LOC0020,2023-11-26 16:36:38,Insulation fault,Design Limitation,Rain,4.05,
FE0000961,AST000641,LOC0009,2023-09-09 06:38:19,Overheating,Wear & Tear,High Humidity,6.02,WO0003089
FE0000962,AST000666,LOC0013,2025-10-07 18:15:53,Communication loss,Improper Adjustment,Clear,11.3,WO0006833
FE0000963,AST000583,LOC0005,2023-04-16 02:26:44,Short circuit,Improper Adjustment,Rain,8.87,WO0008888
FE0000964,AST001127,LOC0024,2024-07-19 13:47:55,Short circuit,Vandalism,Rain,1.65,WO0008547
FE0000965,AST000864,LOC0006,2024-11-02 06:29:48,Step chain issue,Wear & Tear,Clear,3.53,WO0001554
FE0000966,AST000860,LOC0015,2024-03-24 03:45:23,Track circuit failure,Wear & Tear,Clear,1.95,WO0003326
FE0000967,AST000093,LOC0005,2024-01-10 03:36:10,Propulsion fault,Vandalism,Clear,8.29,WO0003201
FE0000968,AST001191,LOC0009,2024-12-13 14:15:14,Trip event,Wear & Tear,Clear,11.34,
FE0000969,AST000610,LOC0014,2024-07-22 01:58:35,Relay failure,Power Quality,Clear,3.72,WO0005677
FE0000970,AST000021,LOC0017,2024-08-25 02:27:09,Insulation breakdown,Wear & Tear,Clear,7.49,
FE0000971,AST000963,LOC0005,2023-09-05 06:36:45,Track circuit failure,Wear & Tear,Rain,2.94,WO0003639
FE0000972,AST000862,LOC0021,2023-09-03 01:47:26,Hydraulic leak,Water Ingress,Clear,4.37,WO0005148
FE0000973,AST000837,LOC0009,2024-10-13 01:45:34,Bearing failure,Wear & Tear,Clear,5.19,WO0002279
FE0000974,AST000485,LOC0025,2023-11-10 03:05:25,Propulsion fault,Improper Adjustment,Clear,3.17,WO0006479
FE0000975,AST000638,LOC0006,2023-07-07 03:47:41,Alignment issue,Wear & Tear,High Humidity,0.83,WO0000826
FE0000976,AST000860,LOC0015,2025-10-06 02:06:42,Communication loss,Water Ingress,High Humidity,4.06,WO0003326
FE0000977,AST000002,LOC0013,2023-11-11 13:55:46,Step chain issue,Wear & Tear,Snow,24.15,WO0006295
FE0000978,AST000365,LOC0005,2024-06-18 13:53:57,Alignment issue,Vandalism,Clear,7.49,WO0003789
FE0000979,AST001045,LOC0021,2024-06-18 09:59:27,HVAC failure,Water Ingress,High Humidity,17.68,WO0002590
FE0000980,AST000214,LOC0020,2024-01-18 08:56:56,Insulation fault,Vandalism,Snow,5.0,
FE0000981,AST000436,LOC0004,2024-08-20 14:33:25,Short circuit,Wear & Tear,High Humidity,2.28,
FE0000982,AST000101,LOC0005,2025-11-05 14:53:39,Brake issue,Wear & Tear,Clear,6.26,WO0005791
FE0000983,AST000318,LOC0016,2024-11-11 21:19:34,Handrail failure,Design Limitation,High Humidity,1.16,WO0007743
FE0000984,AST000557,LOC0002,2024-11-05 20:50:55,Heater failure,Wear & Tear,Snow,4.98,WO0006278
FE0000985,AST001067,LOC0003,2024-07-01 00:15:15,Brake issue,Power Quality,Rain,1.32,WO0003074
FE0000986,AST000827,LOC0017,2025-01-27 16:46:09,Door fault,Water Ingress,Heat Wave,6.43,
FE0000987,AST000696,LOC0002,2023-01-04 05:47:46,Alignment issue,Vandalism,Clear,6.07,WO0001863
FE0000988,AST000909,LOC0019,2023-10-30 11:32:13,HVAC failure,Debris,Rain,2.8,WO0006081
FE0000989,AST000708,LOC0019,2023-01-12 03:08:28,Short circuit,Wear & Tear,Clear,1.54,WO0008554
FE0000990,AST000107,LOC0011,2023-08-08 19:46:28,Motor issue,Water Ingress,Rain,18.92,WO0008031
FE0000991,AST000716,LOC0025,2023-06-22 04:11:33,Vibration high,Unknown,Clear,6.31,WO0008103
FE0000992,AST000952,LOC0016,2024-05-15 08:40:41,Control failure,Debris,Clear,8.77,
FE0000993,AST000965,LOC0020,2025-11-07 22:38:13,Short circuit,Debris,Clear,22.21,WO0000503
FE0000994,AST000223,LOC0009,2024-03-30 02:48:17,Insulation fault,Unknown,Rain,3.27,WO0008697
FE0000995,AST000768,LOC0015,2025-05-09 01:35:39,Bearing failure,Power Quality,Clear,12.07,
FE0000996,AST000228,LOC0013,2025-05-13 06:28:17,Insulation breakdown,Wear & Tear,Snow,12.53,WO0005012
FE0000997,AST000112,LOC0018,2024-06-30 06:02:03,Motor issue,Wear & Tear,Clear,3.86,WO0000917
FE0000998,AST000086,LOC0010,2023-09-02 19:01:41,HVAC failure,Vandalism,Clear,10.5,WO0007401
FE0000999,AST000652,LOC0024,2023-12-01 15:02:42,Bond wire issue,Power Quality,Clear,12.01,WO0004911
FE0001000,AST000083,LOC0009,2024-10-20 14:42:35,HVAC failure,Wear & Tear,Rain,6.55,WO0002082
FE0001001,AST000011,LOC0025,2024-05-13 14:59:28,Motor failure,Design Limitation,Rain,8.21,WO0001164
FE0001002,AST000606,LOC0024,2024-06-27 00:39:54,Brake issue,Water Ingress,Rain,1.02,WO0006791
FE0001003,AST001058,LOC0013,2025-03-14 04:30:48,Interlocking fault,Wear & Tear,Rain,8.36,WO0007874
FE0001004,AST001017,LOC0015,2025-08-10 08:35:30,Communication loss,Power Quality,Rain,1.86,WO0007179
FE0001005,AST000556,LOC0004,2025-10-27 23:47:52,Trip event,Wear & Tear,Clear,24.35,
FE0001006,AST000125,LOC0021,2025-01-22 21:19:55,Interlocking fault,Wear & Tear,Clear,7.56,WO0002290
FE0001007,AST000653,LOC0009,2023-07-06 22:08:44,Door fault,Improper Adjustment,Snow,21.55,
FE0001008,AST000188,LOC0023,2024-07-11 02:34:13,Short circuit,Wear & Tear,Snow,3.12,
FE0001009,AST000159,LOC0023,2025-07-20 02:21:30,Vibration high,Water Ingress,Snow,4.15,
FE0001010,AST000174,LOC0021,2023-08-22 16:17:41,Propulsion fault,Wear & Tear,Clear,7.29,WO0003866
FE0001011,AST000671,LOC0001,2025-05-28 09:55:36,Propulsion fault,Vandalism,Heat Wave,2.84,WO0007620
FE0001012,AST000264,LOC0022,2023-01-28 08:08:12,Heater failure,Water Ingress,Clear,5.99,WO0001711
FE0001013,AST000512,LOC0023,2025-01-08 21:49:10,Motor issue,Wear & Tear,Clear,0.73,WO0004710
FE0001014,AST000626,LOC0022,2025-04-23 06:56:48,Brake issue,Wear & Tear,High Humidity,5.97,WO0004851
FE0001015,AST001168,LOC0023,2023-06-14 14:40:55,Sensor fault,Wear & Tear,Rain,13.15,WO0000136
FE0001016,AST000111,LOC0019,2024-06-17 17:21:39,Relay failure,Wear & Tear,High Humidity,7.19,WO0003931
FE0001017,AST000439,LOC0015,2025-03-20 03:38:38,Alignment issue,Power Quality,Clear,2.44,WO0008528
FE0001018,AST001104,LOC0019,2024-05-27 13:31:56,Track circuit failure,Water Ingress,Clear,5.45,
FE0001019,AST000488,LOC0021,2024-02-20 00:43:32,Short circuit,Improper Adjustment,Clear,9.16,WO0000814
FE0001020,AST000695,LOC0015,2025-10-20 16:41:07,Control board fault,Wear & Tear,Clear,11.38,
FE0001021,AST000982,LOC0012,2025-11-28 00:38:43,Brake issue,Wear & Tear,Snow,8.33,WO0004159
FE0001022,AST000891,LOC0015,2024-03-28 04:51:25,Track circuit failure,Wear & Tear,Rain,2.48,WO0007399
FE0001023,AST000821,LOC0024,2024-04-26 22:41:06,Motor failure,Wear & Tear,Clear,3.79,WO0007307
FE0001024,AST000247,LOC0013,2024-07-21 02:37:54,Relay failure,Unknown,Snow,5.91,
FE0001025,AST000801,LOC0014,2023-06-16 11:53:12,Control failure,Power Quality,Rain,13.16,WO0007615
FE0001026,AST000949,LOC0012,2024-12-22 07:52:26,Propulsion fault,Vandalism,Clear,8.81,WO0008138
FE0001027,AST000499,LOC0017,2025-04-21 13:28:24,Communication loss,Wear & Tear,Clear,4.69,WO0001707
FE0001028,AST001093,LOC0006,2024-11-02 13:27:02,Control failure,Water Ingress,Clear,7.73,WO0007706
FE0001029,AST000687,LOC0012,2025-05-07 22:04:18,Communication loss,Wear & Tear,Rain,2.97,WO0001934
FE0001030,AST000952,LOC0016,2024-11-18 01:12:03,Insulation fault,Power Quality,Heat Wave,7.05,
FE0001031,AST000131,LOC0011,2024-04-15 13:50:51,Interlocking fault,Wear & Tear,Rain,9.42,WO0001338
FE0001032,AST000220,LOC0007,2023-11-06 10:52:26,Step chain issue,Wear & Tear,Clear,8.98,WO0003065
FE0001033,AST001044,LOC0018,2025-06-02 17:20:24,Hydraulic leak,Vandalism,High Humidity,23.61,WO0004577
FE0001034,AST000055,LOC0006,2025-01-30 04:38:40,Propulsion fault,Wear & Tear,Snow,0.59,
FE0001035,AST000077,LOC0019,2024-11-23 17:27:23,Track circuit failure,Unknown,Rain,13.17,WO0001952
FE0001036,AST001143,LOC0023,2023-07-14 18:04:17,Alignment issue,Wear & Tear,Heat Wave,4.07,WO0006730
FE0001037,AST000045,LOC0016,2025-01-04 08:23:55,Sensor fault,Water Ingress,Clear,38.25,
FE0001038,AST000726,LOC0004,2023-11-16 02:41:02,HVAC failure,Vandalism,Clear,4.08,WO0000532
FE0001039,AST000656,LOC0012,2024-02-07 05:50:53,Motor failure,Power Quality,Rain,3.49,
FE0001040,AST000684,LOC0022,2025-12-15 20:28:18,Control board fault,Water Ingress,High Humidity,7.34,WO0006256
FE0001041,AST000776,LOC0017,2023-08-24 12:05:27,Control failure,Water Ingress,Clear,13.08,WO0007788
FE0001042,AST000094,LOC0014,2025-07-19 05:27:52,Track circuit failure,Debris,Clear,4.0,WO0005681
FE0001043,AST000994,LOC0016,2023-05-22 08:06:56,Step chain issue,Power Quality,Heat Wave,15.68,WO0008520
FE0001044,AST000752,LOC0009,2023-05-01 02:41:49,Obstruction,Unknown,Clear,8.04,WO0007056
FE0001045,AST000852,LOC0023,2025-04-13 07:57:35,Insulation fault,Vandalism,Clear,8.08,
FE0001046,AST000833,LOC0013,2024-12-22 01:49:44,Vibration high,Wear & Tear,Snow,6.41,WO0005207
FE0001047,AST000574,LOC0002,2025-11-24 12:44:03,Interlocking fault,Improper Adjustment,Rain,12.09,WO0001869
FE0001048,AST000094,LOC0014,2025-07-20 19:09:33,Relay failure,Unknown,Clear,8.01,WO0003547
FE0001049,AST000565,LOC0015,2024-09-20 00:16:37,Hydraulic leak,Wear & Tear,Rain,26.37,
FE0001050,AST000785,LOC0009,2025-04-21 02:37:44,Insulation fault,Wear & Tear,Clear,1.49,WO0008773
FE0001051,AST000606,LOC0024,2024-05-10 03:31:08,Door fault,Wear & Tear,High Humidity,15.23,WO0000962
FE0001052,AST000005,LOC0011,2023-03-23 04:59:05,Door fault,Wear & Tear,Clear,2.34,WO0005121
FE0001053,AST001138,LOC0022,2023-01-28 21:56:18,Power loss,Wear & Tear,Rain,6.26,
FE0001054,AST000008,LOC0016,2023-10-30 20:38:01,Propulsion fault,Wear & Tear,Clear,8.56,
FE0001055,AST000252,LOC0016,2025-09-13 12:08:17,Brake issue,Power Quality,Clear,11.98,
FE0001056,AST001089,LOC0006,2023-05-03 13:37:16,Handrail failure,Improper Adjustment,Clear,3.53,
FE0001057,AST000111,LOC0019,2025-09-10 19:05:04,Communication loss,Debris,High Humidity,3.15,WO0003931
FE0001058,AST000824,LOC0001,2023-12-08 12:50:38,Interlocking fault,Water Ingress,Clear,17.82,
FE0001059,AST000698,LOC0023,2024-03-29 17:44:36,HVAC failure,Wear & Tear,Clear,6.8,WO0001005
FE0001060,AST000080,LOC0007,2024-12-04 04:56:03,Door fault,Vandalism,Clear,7.21,WO0001790
FE0001061,AST000648,LOC0024,2025-03-07 21:33:00,Heater failure,Wear & Tear,Clear,20.38,WO0000845
FE0001062,AST000601,LOC0010,2023-06-17 20:37:17,Motor failure,Wear & Tear,Clear,10.16,WO0000731
FE0001063,AST000989,LOC0012,2025-03-16 04:43:33,Water intrusion,Power Quality,Clear,4.92,WO0000798
FE0001064,AST000073,LOC0018,2025-04-27 09:56:51,Door fault,Improper Adjustment,Rain,9.38,WO0007380
FE0001065,AST000428,LOC0018,2023-04-11 13:29:22,Communication loss,Vandalism,Heat Wave,5.84,
FE0001066,AST000925,LOC0025,2025-08-06 09:16:59,Trip event,Water Ingress,Heat Wave,7.78,WO0002573
FE0001067,AST000888,LOC0001,2024-08-21 06:31:39,Hydraulic leak,Improper Adjustment,Clear,17.85,WO0004390
FE0001068,AST000667,LOC0015,2025-01-21 12:13:55,Power loss,Vandalism,Rain,7.0,WO0008464
FE0001069,AST001101,LOC0022,2023-10-26 02:18:39,Propulsion fault,Power Quality,Clear,9.13,WO0002653
FE0001070,AST001187,LOC0001,2025-03-09 19:26:22,Propulsion fault,Power Quality,Rain,10.47,WO0008995
FE0001071,AST000354,LOC0018,2025-01-06 17:07:19,Insulation fault,Wear & Tear,Rain,10.93,WO0000417
FE0001072,AST000259,LOC0009,2023-04-04 01:17:03,Short circuit,Unknown,Clear,4.83,WO0005541
FE0001073,AST000417,LOC0014,2023-07-10 06:54:14,Sensor fault,Debris,Rain,6.16,WO0005252
FE0001074,AST001196,LOC0017,2025-04-16 18:19:51,Door fault,Wear & Tear,Clear,28.59,
FE0001075,AST000119,LOC0004,2025-03-24 04:12:53,Relay failure,Power Quality,Clear,3.99,WO0002577
