work_order_id,asset_id,location_id,work_order_type,priority,status,request_channel,created_at,completed_at,assigned_technician_id,planned_hours,labor_cost_usd,parts_cost_usd,total_cost_usd
WO0001877,AST000827,LOC0017,Preventive,P3,Cancelled,Phone,2025-04-26 20:55:10,,TECH0034,5.45,293.21,129.11,422.32
WO0001878,AST000468,LOC0017,Corrective,P4,Closed,Mobile,2024-01-04 09:13:05,2024-01-15 09:13:05,TECH0055,6.83,547.06,97.26,644.32
WO0001879,AST000657,LOC0001,Corrective,P3,Closed,Mobile,2023-02-09 15:03:43,2023-02-20 15:03:43,TECH0061,3.5,217.53,133.56,351.09
WO0001880,AST000464,LOC0022,Preventive,P3,Cancelled,Phone,2024-05-12 07:15:08,,TECH0067,7.75,529.06,105.49,634.55
WO0001881,AST000661,LOC0007,Preventive,P1,Closed,Web,2024-04-12 14:07:28,2024-04-12 14:07:28,TECH0017,9.22,648.43,436.59,1085.02
WO0001882,AST000997,LOC0001,Emergency,P3,Closed,Phone,2024-11-14 12:08:04,2024-11-27 12:08:04,TECH0004,5.46,365.26,210.02,575.28
WO0001883,AST000073,LOC0018,Preventive,P2,Closed,Phone,2023-04-20 07:28:36,2023-04-26 07:28:36,TECH0023,11.89,706.0,208.37,914.37
WO0001884,AST000238,LOC0025,Preventive,P3,Backlog,Mobile,2024-11-02 10:36:14,,TECH0002,4.41,250.87,597.91,848.78
WO0001885,AST000724,LOC0015,Preventive,P3,Closed,Phone,2024-03-15 00:20:43,2024-03-17 00:20:43,TECH0066,0.73,50.23,280.2,330.43
WO0001886,AST000733,LOC0011,Corrective,P4,Cancelled,Mobile,2025-03-20 05:35:19,,TECH0037,3.0,213.83,48.74,262.57
WO0001887,AST000841,LOC0014,Corrective,P3,Closed,Phone,2025-12-13 06:50:16,2025-12-28 06:50:16,TECH0048,10.57,790.42,85.03,875.45
WO0001888,AST000667,LOC0015,Inspection,P3,Closed,Mobile,2023-09-07 05:52:54,2023-09-21 05:52:54,TECH0051,2.1,133.39,138.31,271.7
WO0001889,AST000780,LOC0011,Corrective,P2,In Progress,Auto Alert,2025-04-05 05:28:57,,TECH0011,6.4,421.1,16.42,437.52
WO0001890,AST000552,LOC0009,Preventive,P1,Closed,Mobile,2023-05-20 19:46:21,2023-06-07 19:46:21,TECH0065,12.56,705.54,25.24,730.78
WO0001891,AST000046,LOC0013,Corrective,P3,Closed,Phone,2025-12-14 15:00:20,2025-12-21 15:00:20,TECH0065,3.88,291.87,458.98,750.85
WO0001892,AST001083,LOC0006,Preventive,P3,Backlog,Mobile,2024-06-10 16:10:34,,TECH0021,6.51,368.04,172.4,540.44
WO0001893,AST000434,LOC0009,Inspection,P3,Cancelled,Mobile,2025-03-27 22:09:28,,TECH0041,1.0,70.9,4.33,75.23
WO0001894,AST000014,LOC0024,Preventive,P3,In Progress,Mobile,2025-05-01 08:56:12,,TECH0034,4.8,360.67,68.01,428.68
WO0001895,AST000756,LOC0012,Preventive,P2,Closed,Mobile,2024-10-27 21:07:57,2024-10-31 21:07:57,TECH0018,5.52,413.84,121.96,535.8
WO0001896,AST000964,LOC0003,Corrective,P2,In Progress,Web,2024-02-25 21:47:19,,TECH0058,8.43,433.16,140.25,573.41
WO0001897,AST000376,LOC0021,Preventive,P1,Closed,Web,2025-04-05 20:55:24,2025-04-13 20:55:24,TECH0055,8.9,441.07,194.7,635.77
WO0001898,AST000490,LOC0009,Corrective,P3,Closed,Mobile,2024-06-05 13:20:00,2024-06-21 13:20:00,TECH0024,5.5,306.95,453.34,760.29
WO0001899,AST001149,LOC0018,Corrective,P4,Closed,Auto Alert,2024-12-22 16:55:44,2025-01-08 16:55:44,TECH0062,4.02,218.76,149.23,367.99
WO0001900,AST000990,LOC0001,Emergency,P3,Closed,Phone,2024-11-02 12:20:08,2024-11-12 12:20:08,TECH0005,7.72,664.83,93.14,757.97
WO0001901,AST000913,LOC0009,Preventive,P3,Closed,Mobile,2024-05-23 03:39:18,2024-06-06 03:39:18,TECH0020,9.66,663.65,57.69,721.34
WO0001902,AST000543,LOC0024,Corrective,P3,Closed,Mobile,2023-05-09 04:36:03,2023-05-10 04:36:03,TECH0060,5.91,309.36,270.57,579.93
WO0001903,AST000160,LOC0024,Corrective,P2,Closed,Phone,2023-11-17 08:07:03,2023-12-02 08:07:03,TECH0038,24.15,1329.37,430.39,1759.76
WO0001904,AST000219,LOC0008,Preventive,P2,Backlog,Mobile,2025-10-23 21:26:01,,TECH0019,6.65,536.33,112.51,648.84
WO0001905,AST001005,LOC0010,Corrective,P2,Backlog,Phone,2024-07-23 14:16:45,,TECH0047,7.09,552.64,522.71,1075.35
WO0001906,AST000678,LOC0019,Inspection,P4,Closed,Web,2024-11-27 12:01:06,2024-12-09 12:01:06,TECH0070,0.87,45.03,60.88,105.91
WO0001907,AST000510,LOC0024,Inspection,P1,Backlog,Auto Alert,2023-10-11 01:12:30,,TECH0023,8.19,595.82,14.41,610.23
WO0001908,AST001168,LOC0023,Emergency,P3,In Progress,Auto Alert,2025-02-11 19:54:18,,TECH0018,6.37,393.99,330.73,724.72
WO0001909,AST000215,LOC0016,Corrective,P2,Backlog,Mobile,2024-06-16 21:51:15,,TECH0010,12.46,784.52,711.81,1496.33
WO0001910,AST000130,LOC0010,Corrective,P3,Backlog,Web,2023-08-28 12:43:31,,TECH0044,2.99,153.84,258.62,412.46
WO0001911,AST000388,LOC0003,Emergency,P2,Closed,Mobile,2023-06-10 00:26:18,2023-06-23 00:26:18,TECH0032,9.23,563.58,481.99,1045.57
WO0001912,AST001062,LOC0017,Preventive,P4,Backlog,Phone,2024-03-08 12:49:53,,TECH0066,2.47,134.97,25.03,160.0
WO0001913,AST001044,LOC0018,Corrective,P2,Closed,Phone,2024-09-11 02:34:59,2024-09-17 02:34:59,TECH0011,10.67,828.57,242.24,1070.81
WO0001914,AST000748,LOC0001,Inspection,P4,Cancelled,Auto Alert,2023-11-03 18:45:16,,TECH0019,6.11,337.97,41.76,379.73
WO0001915,AST000175,LOC0011,Inspection,P3,Closed,Mobile,2023-09-26 14:03:19,2023-09-27 14:03:19,TECH0058,2.84,217.51,84.11,301.62
WO0001916,AST000987,LOC0003,Emergency,P2,In Progress,Mobile,2023-10-23 05:21:50,,TECH0030,6.94,424.19,99.08,523.27
WO0001917,AST001036,LOC0022,Preventive,P3,Closed,Phone,2023-11-18 12:01:15,2023-12-06 12:01:15,TECH0033,1.52,69.59,377.57,447.16
WO0001918,AST000990,LOC0001,Corrective,P3,Closed,Mobile,2025-03-20 05:10:21,2025-04-02 05:10:21,TECH0031,3.63,211.95,266.29,478.24
WO0001919,AST000957,LOC0010,Preventive,P1,Closed,Phone,2024-06-30 10:27:34,2024-07-07 10:27:34,TECH0050,16.43,858.89,164.5,1023.39
WO0001920,AST000148,LOC0012,Inspection,P3,Closed,Phone,2024-05-28 16:13:47,2024-06-08 16:13:47,TECH0038,2.87,198.96,148.16,347.12
WO0001921,AST001127,LOC0024,Corrective,P3,Closed,Web,2023-06-27 23:11:23,2023-07-12 23:11:23,TECH0008,7.37,388.7,264.17,652.87
WO0001922,AST000477,LOC0014,Preventive,P3,Closed,Mobile,2024-08-19 06:59:50,2024-08-26 06:59:50,TECH0026,1.11,66.49,29.11,95.6
WO0001923,AST000961,LOC0009,Inspection,P3,Backlog,Mobile,2025-11-19 19:20:36,,TECH0046,0.8,54.07,8.22,62.29
WO0001924,AST000688,LOC0021,Corrective,P3,Backlog,Web,2025-03-27 08:04:29,,TECH0038,1.29,67.49,868.26,935.75
WO0001925,AST000433,LOC0019,Corrective,P2,Closed,Web,2024-05-04 09:41:47,2024-05-21 09:41:47,TECH0043,14.17,1108.11,263.97,1372.08
WO0001926,AST000982,LOC0012,Emergency,P2,Backlog,Web,2023-12-03 03:11:02,,TECH0044,9.46,627.43,252.02,879.45
WO0001927,AST000370,LOC0003,Corrective,P2,Closed,Auto Alert,2024-01-21 17:53:53,2024-01-21 17:53:53,TECH0010,3.47,226.1,164.07,390.17
WO0001928,AST000361,LOC0017,Corrective,P3,Backlog,Auto Alert,2023-01-30 09:56:23,,TECH0022,9.57,470.94,112.82,583.76
WO0001929,AST000239,LOC0016,Preventive,P2,In Progress,Web,2023-02-01 23:17:12,,TECH0006,3.67,216.79,170.61,387.4
WO0001930,AST001157,LOC0017,Preventive,P1,In Progress,Mobile,2025-04-30 02:27:50,,TECH0044,12.05,741.0,128.53,869.53
WO0001931,AST000175,LOC0011,Preventive,P3,Closed,Mobile,2025-07-12 08:43:28,2025-07-12 08:43:28,TECH0023,3.78,196.34,106.63,302.97
WO0001932,AST000052,LOC0009,Preventive,P2,In Progress,Mobile,2025-11-26 13:36:56,,TECH0015,9.13,665.01,52.64,717.65
WO0001933,AST000066,LOC0010,Preventive,P2,In Progress,Mobile,2024-11-16 06:54:55,,TECH0050,2.28,147.06,132.02,279.08
WO0001934,AST000687,LOC0012,Corrective,P4,Closed,Web,2025-10-14 11:03:22,2025-10-16 11:03:22,TECH0019,5.75,319.07,179.18,498.25
WO0001935,AST000131,LOC0011,Corrective,P3,Closed,Mobile,2024-03-31 23:07:38,2024-04-04 23:07:38,TECH0012,8.46,513.32,304.42,817.74
WO0001936,AST000779,LOC0014,Preventive,P3,Backlog,Mobile,2023-10-06 05:19:24,,TECH0006,0.99,63.82,82.83,146.65
WO0001937,AST000388,LOC0003,Corrective,P2,Cancelled,Web,2023-09-26 20:36:07,,TECH0022,6.51,546.86,107.69,654.55
WO0001938,AST000691,LOC0025,Emergency,P3,Closed,Mobile,2023-09-17 02:52:56,2023-09-21 02:52:56,TECH0061,2.97,202.12,157.46,359.58
WO0001939,AST001156,LOC0025,Preventive,P4,Closed,Web,2025-03-26 22:12:40,2025-04-10 22:12:40,TECH0019,0.88,49.23,48.06,97.29
WO0001940,AST000072,LOC0019,Corrective,P2,Closed,Mobile,2023-01-11 21:06:45,2023-01-30 21:06:45,TECH0030,5.34,306.41,42.45,348.86
WO0001941,AST000633,LOC0002,Preventive,P1,Closed,Web,2025-11-01 07:04:18,2025-11-06 07:04:18,TECH0035,8.61,516.3,93.65,609.95
WO0001942,AST000545,LOC0023,Corrective,P2,Backlog,Phone,2025-04-28 10:05:51,,TECH0021,3.59,250.5,58.88,309.38
WO0001943,AST000019,LOC0007,Inspection,P4,Closed,Phone,2024-02-21 23:40:44,2024-02-22 23:40:44,TECH0052,2.01,136.57,145.63,282.2
WO0001944,AST000231,LOC0014,Preventive,P2,Closed,Mobile,2025-02-07 12:50:10,2025-02-20 12:50:10,TECH0047,2.94,202.05,190.46,392.51
WO0001945,AST000719,LOC0015,Preventive,P3,Closed,Mobile,2023-05-28 16:32:35,2023-06-12 16:32:35,TECH0002,7.18,452.34,67.78,520.12
WO0001946,AST000653,LOC0009,Inspection,P3,In Progress,Web,2024-04-17 08:59:31,,TECH0026,6.75,326.77,76.54,403.31
WO0001947,AST000808,LOC0005,Preventive,P4,Backlog,Web,2023-04-30 13:38:16,,TECH0057,13.21,916.53,194.13,1110.66
WO0001948,AST000440,LOC0022,Corrective,P2,Closed,Auto Alert,2023-05-03 17:54:28,2023-05-14 17:54:28,TECH0035,13.52,760.0,143.19,903.19
WO0001949,AST000061,LOC0017,Corrective,P3,Closed,Web,2023-01-07 23:11:33,2023-01-10 23:11:33,TECH0008,7.87,545.8,108.06,653.86
WO0001950,AST000992,LOC0012,Preventive,P4,Closed,Web,2025-05-21 09:54:26,2025-05-21 09:54:26,TECH0026,5.74,296.31,8.42,304.73
WO0001951,AST000247,LOC0013,Inspection,P2,In Progress,Web,2025-03-25 15:08:56,,TECH0027,2.22,141.67,109.37,251.04
WO0001952,AST000077,LOC0019,Corrective,P3,Closed,Web,2025-09-04 19:22:36,2025-09-05 19:22:36,TECH0020,4.38,312.52,111.34,423.86
WO0001953,AST000255,LOC0004,Preventive,P1,In Progress,Mobile,2025-12-10 15:04:14,,TECH0017,7.46,625.44,210.48,835.92
WO0001954,AST000513,LOC0011,Emergency,P2,Closed,Web,2025-11-22 10:40:11,2025-12-06 10:40:11,TECH0068,2.3,134.86,268.63,403.49
WO0001955,AST000301,LOC0011,Corrective,P1,Closed,Mobile,2025-12-23 03:15:01,2025-12-27 03:15:01,TECH0053,5.08,399.05,222.33,621.38
WO0001956,AST001031,LOC0014,Inspection,P2,Closed,Mobile,2023-01-18 08:46:55,2023-01-25 08:46:55,TECH0001,13.46,1001.06,34.09,1035.15
WO0001957,AST000700,LOC0018,Preventive,P2,Backlog,Web,2025-05-08 16:42:13,,TECH0062,3.85,232.84,127.99,360.83
WO0001958,AST000787,LOC0022,Preventive,P3,In Progress,Phone,2025-03-02 22:16:27,,TECH0023,0.8,51.37,123.52,174.89
WO0001959,AST000070,LOC0012,Inspection,P3,Closed,Auto Alert,2023-06-27 14:11:22,2023-06-29 14:11:22,TECH0018,2.01,117.89,18.22,136.11
WO0001960,AST000212,LOC0021,Corrective,P2,Closed,Auto Alert,2023-05-30 19:23:25,2023-05-30 19:23:25,TECH0047,7.31,415.57,84.03,499.6
WO0001961,AST000676,LOC0006,Preventive,P3,Closed,Auto Alert,2025-12-06 14:12:16,2025-12-14 14:12:16,TECH0066,5.5,272.84,91.37,364.21
WO0001962,AST000970,LOC0014,Inspection,P4,Closed,Mobile,2025-08-24 09:08:17,2025-09-10 09:08:17,TECH0033,2.27,123.14,172.85,295.99
WO0001963,AST001083,LOC0006,Corrective,P2,Backlog,Phone,2023-12-25 22:56:14,,TECH0065,8.43,327.12,50.94,378.06
WO0001964,AST000403,LOC0018,Preventive,P1,Closed,Phone,2023-03-23 20:51:44,2023-04-10 20:51:44,TECH0035,3.65,239.33,19.7,259.03
WO0001965,AST001074,LOC0025,Inspection,P1,Closed,Mobile,2024-01-01 07:31:24,2024-01-10 07:31:24,TECH0036,11.0,873.22,22.61,895.83
WO0001966,AST000627,LOC0019,Corrective,P4,Backlog,Web,2023-01-06 19:45:17,,TECH0041,8.65,577.67,487.53,1065.2
WO0001967,AST000854,LOC0021,Corrective,P4,Closed,Mobile,2025-01-22 15:12:54,2025-02-01 15:12:54,TECH0067,0.74,48.0,30.49,78.49
WO0001968,AST000704,LOC0008,Inspection,P3,Closed,Auto Alert,2024-02-21 06:28:27,2024-03-01 06:28:27,TECH0054,1.25,72.87,61.37,134.24
WO0001969,AST001177,LOC0011,Corrective,P1,Closed,Auto Alert,2023-02-23 17:00:45,2023-03-01 17:00:45,TECH0046,15.38,1283.47,51.8,1335.27
WO0001970,AST000142,LOC0017,Emergency,P3,Closed,Mobile,2025-12-08 19:03:04,2025-12-15 19:03:04,TECH0008,9.75,729.91,261.92,991.83
WO0001971,AST000669,LOC0023,Inspection,P3,Closed,Phone,2025-06-23 05:13:42,2025-07-07 05:13:42,TECH0015,3.52,182.24,132.9,315.14
WO0001972,AST000794,LOC0001,Preventive,P2,Backlog,Auto Alert,2025-09-17 16:19:11,,TECH0005,5.09,434.74,102.04,536.78
WO0001973,AST000634,LOC0016,Corrective,P1,Closed,Mobile,2025-12-28 00:58:20,2026-01-12 00:58:20,TECH0029,18.08,1443.49,359.01,1802.5
WO0001974,AST000821,LOC0024,Emergency,P2,Closed,Phone,2023-01-16 12:27:35,2023-02-03 12:27:35,TECH0024,11.42,617.45,186.37,803.82
WO0001975,AST000004,LOC0004,Inspection,P3,Closed,Web,2025-04-28 16:50:01,2025-05-08 16:50:01,TECH0002,4.16,301.35,15.26,316.61
WO0001976,AST000762,LOC0008,Preventive,P4,Closed,Mobile,2025-05-05 22:27:29,2025-05-14 22:27:29,TECH0032,3.47,217.77,301.21,518.98
WO0001977,AST000721,LOC0010,Preventive,P2,In Progress,Web,2023-10-18 05:37:30,,TECH0016,2.18,97.95,165.4,263.35
WO0001978,AST000813,LOC0018,Preventive,P4,Closed,Web,2024-03-03 09:26:35,2024-03-05 09:26:35,TECH0058,5.85,324.63,153.52,478.15
WO0001979,AST000723,LOC0020,Inspection,P3,Backlog,Mobile,2025-10-14 09:48:24,,TECH0031,2.25,162.56,50.76,213.32
WO0001980,AST000289,LOC0025,Emergency,P3,Closed,Mobile,2023-03-14 04:24:50,2023-03-29 04:24:50,TECH0001,5.95,422.37,498.67,921.04
WO0001981,AST001022,LOC0011,Inspection,P4,In Progress,Web,2024-12-02 23:33:37,,TECH0051,2.08,191.87,55.34,247.21
WO0001982,AST000277,LOC0013,Preventive,P3,In Progress,Web,2025-05-17 23:18:00,,TECH0045,1.33,88.39,25.66,114.05
WO0001983,AST000921,LOC0015,Inspection,P1,Closed,Phone,2025-05-23 20:36:28,2025-06-01 20:36:28,TECH0052,16.19,753.52,49.27,802.79
WO0001984,AST000299,LOC0002,Preventive,P2,Backlog,Web,2024-10-15 21:18:52,,TECH0024,8.36,458.2,194.6,652.8
WO0001985,AST000839,LOC0007,Corrective,P4,Closed,Auto Alert,2025-04-19 17:10:07,2025-04-24 17:10:07,TECH0067,1.88,113.03,268.0,381.03
WO0001986,AST000317,LOC0005,Preventive,P3,In Progress,Phone,2025-09-22 17:25:14,,TECH0032,10.78,664.06,23.93,687.99
WO0001987,AST001008,LOC0009,Corrective,P2,Closed,Web,2025-04-18 14:46:22,2025-05-06 14:46:22,TECH0043,4.28,262.08,34.87,296.95
WO0001988,AST000435,LOC0013,Corrective,P3,In Progress,Web,2023-05-07 23:30:18,,TECH0040,4.07,275.62,214.95,490.57
WO0001989,AST000496,LOC0014,Preventive,P2,Closed,Mobile,2023-09-25 18:30:50,2023-10-13 18:30:50,TECH0041,3.08,244.68,108.27,352.95
WO0001990,AST000301,LOC0011,Preventive,P2,In Progress,Mobile,2023-12-01 02:38:02,,TECH0016,11.39,779.22,72.62,851.84
WO0001991,AST000391,LOC0002,Inspection,P4,Backlog,Phone,2024-01-11 16:29:53,,TECH0033,5.07,229.02,123.46,352.48
WO0001992,AST001161,LOC0002,Preventive,P2,In Progress,Mobile,2024-01-30 22:02:37,,TECH0015,4.26,290.05,112.74,402.79
WO0001993,AST001116,LOC0021,Corrective,P2,Backlog,Mobile,2023-08-29 17:58:10,,TECH0017,6.23,288.91,218.72,507.63
WO0001994,AST000101,LOC0005,Preventive,P2,Cancelled,Mobile,2025-01-18 04:35:26,,TECH0054,8.12,469.43,39.58,509.01
WO0001995,AST000744,LOC0005,Preventive,P4,Closed,Auto Alert,2023-05-01 17:01:34,2023-05-02 17:01:34,TECH0055,5.31,434.38,164.08,598.46
WO0001996,AST001019,LOC0006,Preventive,P2,In Progress,Phone,2025-05-12 13:56:34,,TECH0059,4.74,208.34,95.26,303.6
WO0001997,AST000701,LOC0022,Corrective,P2,Backlog,Phone,2024-12-22 05:08:35,,TECH0042,6.66,558.58,96.99,655.57
WO0001998,AST000429,LOC0012,Corrective,P2,Closed,Phone,2025-11-18 07:36:58,2025-11-21 07:36:58,TECH0019,11.63,808.4,273.87,1082.27
WO0001999,AST000959,LOC0016,Preventive,P1,Closed,Phone,2023-01-08 03:48:49,2023-01-11 03:48:49,TECH0008,1.4,94.54,240.34,334.88
WO0002000,AST000730,LOC0008,Inspection,P1,Closed,Auto Alert,2023-11-20 11:18:00,2023-11-24 11:18:00,TECH0045,6.35,321.85,32.29,354.14
WO0002001,AST000232,LOC0020,Preventive,P1,Backlog,Mobile,2025-09-10 16:16:51,,TECH0062,8.08,525.05,153.18,678.23
WO0002002,AST000381,LOC0024,Inspection,P1,Cancelled,Mobile,2024-06-24 12:45:53,,TECH0037,11.44,676.85,39.82,716.67
WO0002003,AST000083,LOC0009,Preventive,P3,Backlog,Auto Alert,2024-09-06 04:57:54,,TECH0020,5.63,312.19,135.74,447.93
WO0002004,AST001083,LOC0006,Emergency,P2,Closed,Web,2023-02-01 17:05:35,2023-02-06 17:05:35,TECH0042,14.56,915.01,63.57,978.58
WO0002005,AST000225,LOC0025,Preventive,P2,In Progress,Auto Alert,2025-04-14 12:11:42,,TECH0012,2.82,247.23,28.44,275.67
WO0002006,AST000080,LOC0007,Corrective,P3,Closed,Web,2023-10-05 00:31:17,2023-10-16 00:31:17,TECH0061,3.42,246.18,233.66,479.84
WO0002007,AST001112,LOC0007,Corrective,P1,Cancelled,Phone,2025-11-20 14:56:53,,TECH0027,11.45,708.86,93.56,802.42
WO0002008,AST000318,LOC0016,Corrective,P2,Backlog,Web,2024-02-14 12:48:43,,TECH0042,0.85,57.67,268.31,325.98
WO0002009,AST000769,LOC0014,Inspection,P4,Closed,Auto Alert,2023-07-26 12:59:47,2023-08-12 12:59:47,TECH0048,1.88,112.46,56.55,169.01
WO0002010,AST001154,LOC0022,Preventive,P3,Closed,Mobile,2024-10-12 05:13:37,2024-10-27 05:13:37,TECH0061,1.43,101.78,42.9,144.68
WO0002011,AST000146,LOC0004,Corrective,P3,Backlog,Mobile,2024-06-06 18:51:38,,TECH0024,3.56,184.5,169.77,354.27
WO0002012,AST000430,LOC0005,Inspection,P3,Backlog,Auto Alert,2024-05-30 13:49:10,,TECH0034,0.5,36.34,46.24,82.58
WO0002013,AST000252,LOC0016,Inspection,P4,Cancelled,Mobile,2025-11-06 02:01:21,,TECH0027,0.95,46.39,94.18,140.57
WO0002014,AST000302,LOC0023,Corrective,P1,Closed,Auto Alert,2024-02-04 02:24:16,2024-02-18 02:24:16,TECH0005,19.46,1192.11,212.22,1404.33
WO0002015,AST001073,LOC0011,Corrective,P1,Closed,Mobile,2024-03-11 11:41:14,2024-03-13 11:41:14,TECH0022,3.25,244.46,138.7,383.16
WO0002016,AST000357,LOC0013,Inspection,P4,Closed,Auto Alert,2024-11-14 08:46:08,2024-11-17 08:46:08,TECH0012,1.19,97.93,76.65,174.58
WO0002017,AST000279,LOC0011,Inspection,P1,Closed,Mobile,2023-07-06 14:26:17,2023-07-16 14:26:17,TECH0053,3.31,137.83,86.96,224.79
WO0002018,AST000138,LOC0001,Inspection,P3,Backlog,Mobile,2025-06-26 08:01:11,,TECH0046,4.57,238.92,19.49,258.41
WO0002019,AST000907,LOC0018,Inspection,P1,Closed,Mobile,2023-09-09 17:40:54,2023-09-10 17:40:54,TECH0008,4.17,268.26,68.62,336.88
WO0002020,AST000408,LOC0006,Corrective,P2,In Progress,Phone,2023-09-22 15:22:48,,TECH0027,1.51,107.86,38.95,146.81
WO0002021,AST000081,LOC0017,Corrective,P3,Backlog,Web,2023-01-12 17:36:40,,TECH0002,0.78,45.34,74.62,119.96
WO0002022,AST000383,LOC0003,Corrective,P3,Closed,Web,2024-01-11 10:46:41,2024-01-14 10:46:41,TECH0033,4.29,274.49,133.05,407.54
WO0002023,AST001047,LOC0025,Preventive,P3,Closed,Mobile,2024-09-30 01:39:09,2024-10-11 01:39:09,TECH0017,3.42,221.0,7.18,228.18
WO0002024,AST000335,LOC0007,Inspection,P2,In Progress,Web,2025-02-10 21:23:36,,TECH0052,6.62,421.03,118.18,539.21
WO0002025,AST000976,LOC0003,Corrective,P2,Closed,Web,2025-09-10 21:47:11,2025-09-26 21:47:11,TECH0066,2.68,171.88,298.38,470.26
WO0002026,AST000098,LOC0021,Preventive,P3,Closed,Phone,2025-05-01 20:16:44,2025-05-16 20:16:44,TECH0044,10.29,667.02,135.39,802.41
WO0002027,AST000403,LOC0018,Corrective,P1,In Progress,Web,2023-12-18 12:19:54,,TECH0010,2.03,164.5,56.08,220.58
WO0002028,AST000714,LOC0017,Preventive,P3,Closed,Phone,2025-06-22 19:25:47,2025-06-22 19:25:47,TECH0052,0.93,58.3,249.81,308.11
WO0002029,AST000009,LOC0008,Preventive,P3,In Progress,Web,2023-08-02 00:55:06,,TECH0037,3.05,236.26,203.91,440.17
WO0002030,AST000825,LOC0008,Corrective,P2,Backlog,Mobile,2023-08-18 05:13:27,,TECH0003,11.87,763.91,136.29,900.2
WO0002031,AST001197,LOC0010,Inspection,P2,Closed,Auto Alert,2024-01-28 01:57:03,2024-02-06 01:57:03,TECH0006,4.21,243.32,39.7,283.02
WO0002032,AST000844,LOC0004,Corrective,P3,Closed,Mobile,2024-08-13 11:56:08,2024-08-17 11:56:08,TECH0066,2.16,134.33,295.65,429.98
WO0002033,AST000978,LOC0007,Preventive,P2,Closed,Mobile,2023-08-11 10:15:57,2023-08-11 10:15:57,TECH0053,16.69,795.22,82.42,877.64
WO0002034,AST000194,LOC0014,Corrective,P1,In Progress,Web,2023-10-23 22:48:03,,TECH0026,9.94,536.49,26.77,563.26
WO0002035,AST000597,LOC0019,Preventive,P4,Closed,Phone,2024-03-05 04:27:28,2024-03-22 04:27:28,TECH0001,3.87,222.74,264.19,486.93
WO0002036,AST000777,LOC0002,Emergency,P1,Closed,Mobile,2024-10-24 11:22:58,2024-10-29 11:22:58,TECH0050,21.49,1423.21,238.87,1662.08
WO0002037,AST000538,LOC0006,Preventive,P3,In Progress,Mobile,2024-04-15 17:19:39,,TECH0032,4.96,403.49,118.95,522.44
WO0002038,AST001068,LOC0010,Inspection,P1,Closed,Phone,2024-03-18 06:11:08,2024-03-20 06:11:08,TECH0030,3.19,195.73,28.87,224.6
WO0002039,AST000930,LOC0023,Preventive,P2,Closed,Web,2025-12-14 09:08:49,2025-12-21 09:08:49,TECH0002,13.55,738.87,161.82,900.69
WO0002040,AST001174,LOC0019,Preventive,P3,Backlog,Mobile,2024-04-22 06:48:10,,TECH0015,9.62,705.93,128.73,834.66
WO0002041,AST000876,LOC0023,Corrective,P1,Closed,Phone,2023-05-04 19:01:24,2023-05-16 19:01:24,TECH0018,27.69,1850.61,199.56,2050.17
WO0002042,AST001073,LOC0011,Inspection,P3,Backlog,Auto Alert,2025-03-10 15:19:11,,TECH0039,2.17,166.21,40.05,206.26
WO0002043,AST000939,LOC0003,Emergency,P2,Closed,Web,2023-08-28 17:44:46,2023-09-04 17:44:46,TECH0044,26.39,1971.78,200.4,2172.18
WO0002044,AST000165,LOC0004,Corrective,P3,Closed,Phone,2025-07-19 22:50:19,2025-07-29 22:50:19,TECH0007,2.06,145.5,175.04,320.54
WO0002045,AST001051,LOC0016,Preventive,P3,Closed,Web,2024-03-05 04:06:25,2024-03-15 04:06:25,TECH0067,4.0,274.21,256.62,530.83
WO0002046,AST001145,LOC0021,Preventive,P3,In Progress,Auto Alert,2023-06-15 02:51:13,,TECH0004,6.57,491.05,259.97,751.02
WO0002047,AST000778,LOC0009,Corrective,P3,In Progress,Mobile,2023-07-08 20:06:43,,TECH0048,1.63,120.66,83.22,203.88
WO0002048,AST000389,LOC0018,Corrective,P2,Backlog,Auto Alert,2025-02-21 07:49:51,,TECH0020,19.79,1473.71,725.58,2199.29
WO0002049,AST000505,LOC0013,Inspection,P1,Closed,Phone,2023-08-25 13:27:00,2023-08-30 13:27:00,TECH0070,3.2,237.63,79.73,317.36
WO0002050,AST000036,LOC0023,Corrective,P4,Backlog,Phone,2024-05-29 08:43:13,,TECH0030,10.9,700.92,294.45,995.37
WO0002051,AST000011,LOC0025,Inspection,P3,Closed,Auto Alert,2025-03-14 20:09:36,2025-04-02 20:09:36,TECH0042,0.98,55.76,48.22,103.98
WO0002052,AST000438,LOC0006,Inspection,P3,In Progress,Phone,2025-07-22 21:58:20,,TECH0018,2.95,192.56,57.29,249.85
WO0002053,AST000383,LOC0003,Preventive,P2,Closed,Mobile,2024-06-20 03:55:35,2024-07-06 03:55:35,TECH0024,2.7,164.6,229.16,393.76
WO0002054,AST000369,LOC0006,Corrective,P2,Closed,Auto Alert,2025-09-20 15:50:48,2025-09-25 15:50:48,TECH0070,3.74,208.46,343.15,551.61
WO0002055,AST000269,LOC0016,Inspection,P1,Closed,Web,2023-11-28 08:51:44,2023-11-30 08:51:44,TECH0060,1.75,141.71,30.73,172.44
WO0002056,AST000812,LOC0002,Corrective,P2,Closed,Auto Alert,2025-08-13 08:54:11,2025-08-20 08:54:11,TECH0002,2.25,145.99,152.08,298.07
